Word,IPA,Expected,Actual,Result
bunkmates,bunkmates,バンクメイツ,ブンクマテス,FAIL
opiating,opiating,オウピアティング,ッピアッティング,FAIL
climbing,klajˈmɪŋ,クライミング,クライミング,PASS
disheartening,dɪshɑˈɹtʌnɪŋ,ディスハートゥニング,ディスハータニング,FAIL
fan,fæˈn,ファン,ファン,PASS
forcible,fɔˈɹsʌbʌl,フォーシブル,フォーサブル,FAIL
graphical,gɹæˈfɪkʌl,グラフィカル,グラフィクル,FAIL
aggrieved,ʌgɹiˈvd,アグリーヴド,アグリーヴド,PASS
consul,kɑˈnsʌl,コンスル,コンサル,FAIL
orchestral,ɔɹkɛˈstɹʌl,オーケストゥラル,オルケストゥラル,FAIL
matchmaker,mæˈʧmejˌkɚ,マッチメイカー,マッチュメイカー,FAIL
pesticide,pɛˈstʌsajˌd,ペスティサイド,ペスタサイド,FAIL
suffragist,sʌˈfɹʌʤɪst,サフレイジスト,サフラジスト,FAIL
numoff,numoff,ナムオフ,ヌモフフ,FAIL
garnering,gɑˈɹnɚɪŋ,ガーナーリング,ガーナーイング,FAIL
phenomenally,fʌnɑˈmʌnʌli,フェノメナリー,ファノマナリー,FAIL
abbess,abbess,アビス,アブベスス,FAIL
foreigner,fɔˈɹʌnɚ,フォーリナー,フォラナー,FAIL
cussword,cussword,カスワード,cウススウォルド,FAIL
collaring,collaring,カラーリング,cルラリング,FAIL
blinkard,blinkard,ブリンカード,ブリーンカルド,FAIL
intonate,intonate,イントネイト,イントナテ,FAIL
lose,luˈz,ルーズ,ルズ,FAIL
verbose,verbose,ヴァボウズ,ヴェルボセ,FAIL
excel,ɪksɛˈl,エクセル,エクセル,PASS
marijuana,mɛˌɹʌwɑˈnʌ,マリワナ,メラワナ,FAIL
rended,rended,レンディド,レンデッド,FAIL
extoling,extoling,イクストウリング,エxトリーング,FAIL
public,pʌˈblɪk,パブリック,パブリック,PASS
lackadaisical,læˌkʌdejˈzɪkʌl,ラカデイジカル,ラカデイジクル,FAIL
parasitical,parasitical,パラシティカル,パラシッティcアル,FAIL
litigated,lɪˈtɪgejˌtɪd,リティゲイティド,リティゲイティッド,FAIL
ntod,ntod,エヌトゥーディー,ントッド,FAIL
congregation,kɑˌŋgɹʌgejˈʃʌn,コングリゲイション,コンググラゲイション,FAIL
ascetic,ʌsɛˈtɪk,アセティック,アセティック,PASS
obstetric,ʌbstɛˈtɹɪk,オブステトゥリク,アブステットゥリック,FAIL
deliberating,dɪlɪˈbɚejˌtɪŋ,ディリバレイティング,ディリバーエイティング,FAIL
wildest,wajˈldɪst,ワイルデスト,ワイルディスト,FAIL
elapsed,ɪlæˈpst,イラプスト,イラップスト,FAIL
redefinable,redefinable,リディファイナブル,レデフィナブレ,FAIL
sultenfuss,sultenfuss,サルテンファス,スルテンフスス,FAIL
picker,pɪˈkɚ,ピッカー,ピッカー,PASS
amphetamines,æmfɛˈtʌmiˌnz,アンフェタミンズ,アムフェタミンズ,FAIL
hunky,hʌˈŋki,ハンキイ,ハンキー,FAIL
expressive,ɪkspɹɛˈsɪv,エクスプレッシブ,エクスプレシヴ,FAIL
deliverables,deliverables,デリヴァラブルズ,デリーヴェラブレス,FAIL
piling,pajˈlɪŋ,パイリング,パイリング,PASS
babbling,bæˈbʌlɪŋ,バブリング,バブリング,PASS
fidiv,fidiv,エフアイディブ,フィッディヴ,FAIL
calamity,kʌlæˈmʌti,カラミティー,クラマッティー,FAIL
antonio,æntowˈniow,アントニオ,アントーニオーー,FAIL
expected,ɪkspɛˈktʌd,エクスペクティド,エクスペクタッド,FAIL
genera,ʤɛˈnɚʌ,ジェネラ,ジェナーア,FAIL
warmth,wɔˈɹmθ,ウオームス,ウォームス,FAIL
stratum,stɹæˈtʌm,ストゥレイタム,ストゥラタム,FAIL
musics,mjuˈzɪks,ミュウジックス,ミュジクス,FAIL
pried,pɹajˈd,プライド,プライド,PASS
hypebolic,hypebolic,ハイプボリック,フユペボリーc,FAIL
avouching,avouching,アバウチング,アヴォウcヒング,FAIL
phillies,fɪˈliz,フィリーズ,フィリーズ,PASS
misinterpreted,mɪsɪntɚˈpɹʌtɪd,ミスインタープリティド,ミシンタープラティッド,FAIL
bombarding,bɑmbɑˈɹdɪŋ,ボンバーディング,ボンボーディング,FAIL
counting,kawˈntɪŋ,カウンティング,カーンティング,FAIL
jiang,ʤɑˈŋ,ジアーン,ジャング,FAIL
fishe,fishe,フィッシ,フィスヘ,FAIL
demurely,dɪmjʊˈɹli,ディミュァリイ,ディミューリー,FAIL
doraemon,doraemon,ドラエモン,ドラエモン,PASS
lieberman,liˈbɚmʌn,リーバーマン,リーバーマン,PASS
hankering,hæˈŋkɚɪŋ,ハンカリング,ハンカーイング,FAIL
abubakar,abubakar,アブバカル,アブバカル,PASS
derm,derm,ダーム,デルム,FAIL
madi,madi,マデ,マッディー,FAIL
larry,lɛˈɹi,ラリー,レリー,FAIL
arrogation,arrogation,アロゲイション,アルロガッティン,FAIL
gabbling,gabbling,ガブリング,ガブブリーング,FAIL
oozy,oozy,ウージイ,ズユ,FAIL
misdemeanor,mɪˌsdʌmiˈnɚ,ミスディミーナー,ミスダミーナー,FAIL
pence,pɛˈns,ペンス,ペンス,PASS
popular,pɑˈpjʌlɚ,ポピュラー,ポピャラー,FAIL
slipper,slɪˈpɚ,スリッパー,スリッパー,PASS
amigo,ʌmiˈgowˌ,アミーゴ,アミゴー,FAIL
recount,ɹɪkawˈnt,リカウント,リカーント,FAIL
mend,mɛˈnd,メンド,メンド,PASS
slumbrous,slumbrous,スランブラス,スルンブロウス,FAIL
accumulator,ʌkjuˈmjʌlejˌtɚ,アキュムレイター,アキュミャレイター,FAIL
distant,dɪˈstʌnt,ディスタント,ディスタント,PASS
backmo,backmo,バックエムオー,バcクモ,FAIL
rejected,ɹɪʤɛˈktɪd,リジェクティド,リジェクティッド,FAIL
recurrent,ɹɪkɚˈʌnt,リカレント,リッカーアント,FAIL
proper,pɹɑˈpɚ,プロパー,プロッパー,FAIL
addressor,addressor,アドゥレッサー,アッドゥドゥレスソル,FAIL
fallacious,fʌlejˈʃʌs,フォレイシャス,ファレイシャス,FAIL
obsessed,ʌbsɛˈst,オブセスト,アブセスト,FAIL
alpha,æˈlfʌ,アルフ,アルファ,FAIL
contributes,kʌntɹɪˈbjuts,コントゥリビューツ,コントゥリビュツ,FAIL
duller,dʌˈlɚ,ダラー,ダラー,PASS
confusing,kʌnfjuˈzɪŋ,コンフィゥジング,コンフユジング,FAIL
noisier,nɔjˈziɚ,ノイジアー,ノユジーアーー,FAIL
stamp,stæˈmp,スタンプ,スタンプ,PASS
reck,ɹɛˈk,レック,リック,FAIL
mulan,mulan,ムーラーン,ムラン,FAIL
pouf,pouf,プーフ,ポウフ,FAIL
keratoplasty,keratoplasty,ケラトプラスティイ,ケラトップラストゥユ,FAIL
repolarisation,repolarisation,リポーラリゼイション,レポラリサッティン,FAIL
molecules,mɑˈlʌkjuˌlz,モレキュールズ,モラキュルズ,FAIL
welt,wɛˈlt,ウェルト,ウェルト,PASS
apprehending,æˌpɹɪhɛˈndɪŋ,アプリヘンディング,アップリヘンディング,FAIL
simoom,simoom,シムーム,シモム,FAIL
oenophile,iˈnʌfajˌl,イーノファイル,イナファイル,FAIL
truce,tɹuˈs,トゥルース,トゥルス,FAIL
totalized,totalized,トータライズド,トタリーゼッド,FAIL
demystify,dimɪˈstʌfajˌ,ディミスティファイ,ディーミスタファイ,FAIL
nadir,nejˈdɚ,ネイディア,ネイダー,FAIL
atal,atal,アタル,アタル,PASS
simplistic,sɪmplɪˈstɪk,シンプリスティク,シンプリスティック,FAIL
carpi,carpi,カーパイ,cアルピー,FAIL
expectancies,ɪkspɛˈktʌnsiz,エクスペクタンシイズ,エクスペクタンシーズ,FAIL
squealed,squealed,スクィールド,スqウエアレッド,FAIL
while,wajˈl,ホワイル,ワイル,FAIL
crump,kɹʌˈmp,クランプ,クランプ,PASS
nip,nɪˈp,ニップ,ニップ,PASS
float,flowˈt,フロート,フロート,PASS
fences,fɛˈnsʌz,フェンシズ,フェンサズ,FAIL
gluts,glʌˈts,グラッツ,グラツ,FAIL
litany,lɪˈtʌni,リタニイ,リタニー,FAIL
releasing,ɹiliˈsɪŋ,リリーシング,リーリーシング,FAIL
transferable,tɹænsfɚˈʌbʌl,トゥランスファラブル,トゥランスファーアブル,FAIL
pedler,pedler,ペドゥラー,ペッドゥレル,FAIL
festivity,fɛstɪˈvʌti,フェスティビティー,フェスティヴァッティー,FAIL
soldiery,soldiery,ソルジャリー,ソルディーエルユ,FAIL
theater,θiˈʌtɚ,シアター,シーアッター,FAIL
ileus,ileus,イリアス,イレウス,FAIL
existentialists,existentialists,イグジステンシャリスツ,エxイステンティアリースツ,FAIL
taming,tejˈmɪŋ,テイミング,テイミング,PASS
creston,creston,クレストン,cレストン,FAIL
chaplain,ʧæˈplʌn,チャプレン,チャップラン,FAIL
bard,bɑˈɹd,ボード,バード,FAIL
tower,tawˈɚ,タワー,ターアーー,FAIL
sbet,sbet,エスベット,スベット,FAIL
schmidt,ʃmɪˈt,シュミット,シュミット,PASS
debunks,dɪbʌˈŋks,ディーバンクス,ディバンクス,FAIL
mobile,mowˈbʌl,モバイル,モーブル,FAIL
summon,sʌˈmʌn,サモン,サマン,FAIL
perjure,pɚˈʤɚ,パージュア,パージャー,FAIL
smirking,smɚˈkɪŋ,スマーキング,スマーキング,PASS
defies,dɪfajˈz,ディファイズ,ディファイズ,PASS
hickories,hɪˈkɚiz,ヒッコリイズ,ヒッカーイズ,FAIL
commercialise,commercialise,コマーシャライズ,cムメルcイアリーセ,FAIL
congregationalist,congregationalist,コングリゲイショナリスト,cングレガッティナリースト,FAIL
clarion,klɛˈɹiʌn,クラリオン,クレリアン,FAIL
precipitated,pɹɪsɪˈpɪtejˌtɪd,プレシピテイティド,プリシピテイティッド,FAIL
dynamo,dajˈnʌmowˌ,ダイナモ,ダイナモー,FAIL
