Word,IPA,Expected,Actual,Result
forcible,fɔˈɹsʌbʌl,フォーシブル,フォーサバル,FAIL
graphical,gɹæˈfɪkʌl,グラフィカル,グラフィッカル,FAIL
aggrieved,ʌgɹiˈvd,アグリーヴド,アグリブド,FAIL
consul,kɑˈnsʌl,コンスル,コンサル,FAIL
orchestral,ɔɹkɛˈstɹʌl,オーケストゥラル,オルケストラル,FAIL
matchmaker,mæˈʧmejˌkɚ,マッチメイカー,マッチメイカー,PASS
pesticide,pɛˈstʌsajˌd,ペスティサイド,ペスタサイド,FAIL
suffragist,sʌˈfɹʌʤɪst,サフレイジスト,サフラッジスト,FAIL
numoff,numoff,ナムオフ,ヌモフフ,FAIL
garnering,gɑˈɹnɚɪŋ,ガーナーリング,ガーナーイング,FAIL
phenomenally,fʌnɑˈmʌnʌli,フェノメナリー,ファノマナリー,FAIL
abbess,abbess,アビス,アブベスス,FAIL
foreigner,fɔˈɹʌnɚ,フォーリナー,フォラナー,FAIL
cussword,cussword,カスワード,ウススウォド,FAIL
collaring,collaring,カラーリング,oルラリング,FAIL
blinkard,blinkard,ブリンカード,ブリンカド,FAIL
intonate,intonate,イントネイト,イントナッテ,FAIL
lose,luˈz,ルーズ,ルズ,FAIL
verbose,verbose,ヴァボウズ,ヴェボセ,FAIL
excel,ɪksɛˈl,エクセル,イックセル,FAIL
marijuana,mɛˌɹʌwɑˈnʌ,マリワナ,メラワナ,FAIL
rended,rended,レンディド,レンデッド,FAIL
extoling,extoling,イクストウリング,エトリング,FAIL
public,pʌˈblɪk,パブリック,パブリック,PASS
lackadaisical,læˌkʌdejˈzɪkʌl,ラカデイジカル,ラッカッデイジッカル,FAIL
parasitical,parasitical,パラシティカル,パラシッティアル,FAIL
litigated,lɪˈtɪgejˌtɪd,リティゲイティド,リッティゲイティッド,FAIL
ntod,ntod,エヌトゥーディー,ントッド,FAIL
congregation,kɑˌŋgɹʌgejˈʃʌn,コングリゲイション,コンググラゲイシャン,FAIL
ascetic,ʌsɛˈtɪk,アセティック,アセッティック,FAIL
obstetric,ʌbstɛˈtɹɪk,オブステトゥリク,アブステットリック,FAIL
deliberating,dɪlɪˈbɚejˌtɪŋ,ディリバレイティング,ディリバーエイティング,FAIL
wildest,wajˈldɪst,ワイルデスト,ワイルディスト,FAIL
elapsed,ɪlæˈpst,イラプスト,イラップスト,FAIL
redefinable,redefinable,リディファイナブル,レッデフィナブレ,FAIL
sultenfuss,sultenfuss,サルテンファス,スルテンフスス,FAIL
picker,pɪˈkɚ,ピッカー,ピッカー,PASS
amphetamines,æmfɛˈtʌmiˌnz,アンフェタミンズ,アムフェッタミンズ,FAIL
hunky,hʌˈŋki,ハンキイ,ハンキー,FAIL
expressive,ɪkspɹɛˈsɪv,エクスプレッシブ,イックスプレシブ,FAIL
deliverables,deliverables,デリヴァラブルズ,デリヴェラブレス,FAIL
piling,pajˈlɪŋ,パイリング,パイリング,PASS
babbling,bæˈbʌlɪŋ,バブリング,ババリング,FAIL
fidiv,fidiv,エフアイディブ,フィッディブ,FAIL
calamity,kʌlæˈmʌti,カラミティー,カラマッティー,FAIL
antonio,æntowˈniow,アントニオ,アントーニオー,FAIL
expected,ɪkspɛˈktʌd,エクスペクティド,イックスペックタッド,FAIL
genera,ʤɛˈnɚʌ,ジェネラ,ジェナーア,FAIL
warmth,wɔˈɹmθ,ウオームス,ウォームス,FAIL
stratum,stɹæˈtʌm,ストゥレイタム,ストラッタム,FAIL
musics,mjuˈzɪks,ミュウジックス,ミュジックス,FAIL
pried,pɹajˈd,プライド,プライド,PASS
hypebolic,hypebolic,ハイプボリック,フイペボリ,FAIL
avouching,avouching,アバウチング,アヴォウヒング,FAIL
phillies,fɪˈliz,フィリーズ,フィリズ,FAIL
misinterpreted,mɪsɪntɚˈpɹʌtɪd,ミスインタープリティド,ミシンタープラッティッド,FAIL
bombarding,bɑmbɑˈɹdɪŋ,ボンバーディング,ボンボーディング,FAIL
counting,kawˈntɪŋ,カウンティング,カーンティング,FAIL
jiang,ʤɑˈŋ,ジアーン,ジャング,FAIL
fishe,fishe,フィッシ,フィスヘ,FAIL
demurely,dɪmjʊˈɹli,ディミュァリイ,ディミューリー,FAIL
doraemon,doraemon,ドラエモン,ドラエモン,PASS
lieberman,liˈbɚmʌn,リーバーマン,リバーマン,FAIL
hankering,hæˈŋkɚɪŋ,ハンカリング,ハンカーイング,FAIL
abubakar,abubakar,アブバカル,アブバッカ,FAIL
derm,derm,ダーム,デム,FAIL
madi,madi,マデ,マッディー,FAIL
larry,lɛˈɹi,ラリー,レリー,FAIL
arrogation,arrogation,アロゲイション,アロガッティoン,FAIL
gabbling,gabbling,ガブリング,ガブブリング,FAIL
oozy,oozy,ウージイ,ooズイ,FAIL
misdemeanor,mɪˌsdʌmiˈnɚ,ミスディミーナー,ミスダミナー,FAIL
pence,pɛˈns,ペンス,ペンス,PASS
popular,pɑˈpjʌlɚ,ポピュラー,ポピャラー,FAIL
slipper,slɪˈpɚ,スリッパー,スリッパー,PASS
amigo,ʌmiˈgowˌ,アミーゴ,アミゴー,FAIL
recount,ɹɪkawˈnt,リカウント,リッカーント,FAIL
mend,mɛˈnd,メンド,メンド,PASS
slumbrous,slumbrous,スランブラス,スルンブロウス,FAIL
accumulator,ʌkjuˈmjʌlejˌtɚ,アキュムレイター,アキュミャレイター,FAIL
distant,dɪˈstʌnt,ディスタント,ディスタント,PASS
backmo,backmo,バックエムオー,バクモ,FAIL
rejected,ɹɪʤɛˈktɪd,リジェクティド,リッジェックティッド,FAIL
recurrent,ɹɪkɚˈʌnt,リカレント,リッカーアント,FAIL
proper,pɹɑˈpɚ,プロパー,プロッパー,FAIL
addressor,addressor,アドゥレッサー,アッドドレスソ,FAIL
fallacious,fʌlejˈʃʌs,フォレイシャス,ファレイシャス,FAIL
obsessed,ʌbsɛˈst,オブセスト,アブセスト,FAIL
alpha,æˈlfʌ,アルフ,アルファ,FAIL
contributes,kʌntɹɪˈbjuts,コントゥリビューツ,コントリビュツ,FAIL
duller,dʌˈlɚ,ダラー,ダラー,PASS
confusing,kʌnfjuˈzɪŋ,コンフィゥジング,コンフユジング,FAIL
noisier,nɔjˈziɚ,ノイジアー,ノイジアー,PASS
stamp,stæˈmp,スタンプ,スタンプ,PASS
reck,ɹɛˈk,レック,レック,PASS
mulan,mulan,ムーラーン,ムラン,FAIL
pouf,pouf,プーフ,ポウフ,FAIL
keratoplasty,keratoplasty,ケラトプラスティイ,ケラットップラストイ,FAIL
repolarisation,repolarisation,リポーラリゼイション,レッポラリサッティoン,FAIL
molecules,mɑˈlʌkjuˌlz,モレキュールズ,モラキュルズ,FAIL
welt,wɛˈlt,ウェルト,ウェルト,PASS
apprehending,æˌpɹɪhɛˈndɪŋ,アプリヘンディング,アップリヘンディング,FAIL
simoom,simoom,シムーム,シモoム,FAIL
oenophile,iˈnʌfajˌl,イーノファイル,イナファイル,FAIL
truce,tɹuˈs,トゥルース,トルス,FAIL
totalized,totalized,トータライズド,トッタリゼッド,FAIL
demystify,dimɪˈstʌfajˌ,ディミスティファイ,ディミスタファイ,FAIL
nadir,nejˈdɚ,ネイディア,ネイダー,FAIL
atal,atal,アタル,アッタル,FAIL
simplistic,sɪmplɪˈstɪk,シンプリスティク,シンプリスティック,FAIL
carpi,carpi,カーパイ,アピー,FAIL
expectancies,ɪkspɛˈktʌnsiz,エクスペクタンシイズ,イックスペックタンシズ,FAIL
squealed,squealed,スクィールド,スウエアレッド,FAIL
while,wajˈl,ホワイル,ワイル,FAIL
crump,kɹʌˈmp,クランプ,クランプ,PASS
nip,nɪˈp,ニップ,ニップ,PASS
float,flowˈt,フロート,フロート,PASS
fences,fɛˈnsʌz,フェンシズ,フェンサズ,FAIL
gluts,glʌˈts,グラッツ,グラツ,FAIL
litany,lɪˈtʌni,リタニイ,リッタニー,FAIL
releasing,ɹiliˈsɪŋ,リリーシング,リリシング,FAIL
transferable,tɹænsfɚˈʌbʌl,トゥランスファラブル,トランスファーアバル,FAIL
pedler,pedler,ペドゥラー,ペッドレ,FAIL
festivity,fɛstɪˈvʌti,フェスティビティー,フェスティヴァッティー,FAIL
soldiery,soldiery,ソルジャリー,ソルディエイ,FAIL
theater,θiˈʌtɚ,シアター,シアッター,FAIL
ileus,ileus,イリアス,イレウス,FAIL
existentialists,existentialists,イグジステンシャリスツ,エイステンティアリスツ,FAIL
taming,tejˈmɪŋ,テイミング,テイミング,PASS
creston,creston,クレストン,レストン,FAIL
chaplain,ʧæˈplʌn,チャプレン,チャップラン,FAIL
bard,bɑˈɹd,ボード,バード,FAIL
tower,tawˈɚ,タワー,ターアー,FAIL
sbet,sbet,エスベット,スベット,FAIL
schmidt,ʃmɪˈt,シュミット,シュミット,PASS
debunks,dɪbʌˈŋks,ディーバンクス,ディバンクス,FAIL
mobile,mowˈbʌl,モバイル,モーバル,FAIL
summon,sʌˈmʌn,サモン,サマン,FAIL
perjure,pɚˈʤɚ,パージュア,パージャー,FAIL
smirking,smɚˈkɪŋ,スマーキング,スマーキング,PASS
defies,dɪfajˈz,ディファイズ,ディファイズ,PASS
hickories,hɪˈkɚiz,ヒッコリイズ,ヒッカーイズ,FAIL
commercialise,commercialise,コマーシャライズ,oムメイアリセ,FAIL
congregationalist,congregationalist,コングリゲイショナリスト,oングレガッティoナリスト,FAIL
clarion,klɛˈɹiʌn,クラリオン,クレリアン,FAIL
precipitated,pɹɪsɪˈpɪtejˌtɪd,プレシピテイティド,プリシッピッテイティッド,FAIL
dynamo,dajˈnʌmowˌ,ダイナモ,ダイナモー,FAIL
